headword,CEFR,CEFR_numeric,word_length,syllable_count,POS,frequency,POS_adjective,POS_adverb,POS_noun,POS_unknown,POS_verb
usher,C1,5,5,2,noun,3.51,0,0,1,0,0
glum,C1,5,4,1,adjective,2.52,1,0,0,0,0
glumly,C1,5,6,2,adverb,1.88,0,1,0,0,0
gamely,C1,5,6,3,adverb,2.04,0,1,0,0,0
dissect,C1,5,7,2,verb,2.9,0,0,0,0,1
dissection,C1,5,10,3,noun,3.01,0,0,1,0,0
commend,C1,5,7,2,verb,3.25,0,0,0,0,1
commendation,C1,5,12,4,noun,3.0,0,0,1,0,0
thereby,C1,5,7,3,adverb,4.03,0,1,0,0,0
flick,C1,5,5,1,noun,3.63,0,0,1,0,0
flicker,C1,5,7,2,noun,3.1,0,0,1,0,0
unenviable,C1,5,10,4,adjective,2.26,1,0,0,0,0
unenviably,C1,5,10,4,unknown,0.0,0,0,0,1,0
voice,C1,5,5,2,noun,5.07,0,0,1,0,0
tread,C1,5,5,1,noun,3.52,0,0,1,0,0
allege,C1,5,6,3,verb,3.18,0,0,0,0,1
allegation,C1,5,10,4,noun,3.5,0,0,1,0,0
bribe,C1,5,5,2,noun,3.5,0,0,1,0,0
bribery,C1,5,7,3,noun,3.4,0,0,1,0,0
inclusion,C1,5,9,3,noun,4.02,0,0,1,0,0
inclusive,C1,5,9,4,adjective,3.97,1,0,0,0,0
inclusively,C1,5,11,5,unknown,1.93,0,0,0,1,0
unconvincing,C1,5,12,4,adjective,2.69,1,0,0,0,0
unconvincingly,C1,5,14,5,adverb,1.71,0,1,0,0,0
recharge,C1,5,8,3,verb,3.4,0,0,0,0,1
facilitation,C1,5,12,5,noun,2.92,0,0,1,0,0
condition,C1,5,9,3,noun,4.86,0,0,1,0,0
conditional,C1,5,11,4,adjective,3.59,1,0,0,0,0
conditionally,C1,5,13,5,adverb,2.52,0,1,0,0,0
tone,C1,5,4,1,noun,4.49,0,0,1,0,0
supple,C1,5,6,2,verb,2.87,0,0,0,0,1
manicure,C1,5,8,4,noun,2.99,0,0,1,0,0
pedicure,C1,5,8,4,noun,2.71,0,0,1,0,0
facial,C1,5,6,2,noun,4.1,0,0,1,0,0
bouquet,C1,5,7,2,noun,3.41,0,0,1,0,0
refurbish,C1,5,9,3,verb,2.57,0,0,0,0,1
refurbishment,C1,5,13,4,noun,3.11,0,0,1,0,0
grounds,C1,5,7,1,noun,4.43,0,0,1,0,0
ground,C1,5,6,1,noun,5.15,0,0,1,0,0
lethargy,C1,5,8,3,noun,2.69,0,0,1,0,0
lethargic,C1,5,9,3,adjective,2.78,1,0,0,0,0
lethargically,C1,5,13,5,adverb,1.15,0,1,0,0,0
stately,C1,5,7,3,adjective,3.13,1,0,0,0,0
conserve,C1,5,8,3,noun,3.37,0,0,1,0,0
conservatory,C1,5,12,5,noun,3.3,0,0,1,0,0
disquieting,C1,5,11,3,verb,2.33,0,0,0,0,1
fiercely,C1,5,8,3,adverb,3.35,0,1,0,0,0
grapefruit,C1,5,10,3,noun,3.17,0,0,1,0,0
exotic,C1,5,6,3,adjective,3.91,1,0,0,0,0
exotically,C1,5,10,5,unknown,1.71,0,0,0,1,0
flask,C1,5,5,1,noun,3.2,0,0,1,0,0
spacious,C1,5,8,2,adjective,3.41,1,0,0,0,0
gourmet,C1,5,7,2,noun,3.36,0,0,1,0,0
rich,C1,5,4,1,noun,4.91,0,0,1,0,0
conjure,C1,5,7,3,verb,3.1,0,0,0,0,1
creamy,C1,5,6,2,adjective,3.43,1,0,0,0,0
sauna,C1,5,5,2,noun,3.25,0,0,1,0,0
remedial,C1,5,8,3,adjective,3.08,1,0,0,0,0
posture,C1,5,7,3,noun,3.65,0,0,1,0,0
sedate,C1,5,6,3,verb,2.76,0,0,0,0,1
sedately,C1,5,8,4,adverb,1.54,0,1,0,0,0
clutch,C1,5,6,1,noun,3.88,0,0,1,0,0
stagger,C1,5,7,2,noun,2.82,0,0,1,0,0
staggering,C1,5,10,3,verb,3.5,0,0,0,0,1
dutiful,C1,5,7,3,adjective,2.63,1,0,0,0,0
dutifully,C1,5,9,4,adverb,2.67,0,1,0,0,0
calorie,C1,5,7,3,noun,3.59,0,0,1,0,0
firm,C1,5,4,1,noun,4.79,0,0,1,0,0
fabulously,C1,5,10,4,adverb,2.69,0,1,0,0,0
premises,C1,5,8,3,noun,4.02,0,0,1,0,0
eclectic,C1,5,8,3,noun,3.37,0,0,1,0,0
eclectically,C1,5,12,5,unknown,1.35,0,0,0,1,0
revere,C1,5,6,3,noun,3.09,0,0,1,0,0
harbor/harbour,C1,5,14,4,unknown,3.76,0,0,0,1,0
recognizable/recognisable,C1,5,25,10,unknown,2.85,0,0,0,1,0
recognizably/recognisably,C1,5,25,10,unknown,1.63,0,0,0,1,0
batter,C1,5,6,2,noun,3.56,0,0,1,0,0
battery,C1,5,7,3,noun,4.52,0,0,1,0,0
unreliably,C1,5,10,4,adverb,1.33,0,1,0,0,0
waterfront,C1,5,10,3,noun,3.56,0,0,1,0,0
amply,C1,5,5,2,adverb,2.61,0,1,0,0,0
amplification,C1,5,13,5,noun,3.12,0,0,1,0,0
battered,C1,5,8,3,verb,3.41,0,0,0,0,1
comply,C1,5,6,2,verb,4.04,0,0,0,0,1
compliance,C1,5,10,3,noun,4.17,0,0,1,0,0
compliant,C1,5,9,2,adjective,3.42,1,0,0,0,0
compliantly,C1,5,11,3,unknown,1.11,0,0,0,1,0
blankness,C1,5,9,2,noun,1.76,0,0,1,0,0
exuberant,C1,5,9,4,adjective,2.97,1,0,0,0,0
exuberance,C1,5,10,5,noun,2.79,0,0,1,0,0
exuberantly,C1,5,11,5,adverb,2.01,0,1,0,0,0
linear,C1,5,6,2,adjective,4.12,1,0,0,0,0
linearly,C1,5,8,3,adverb,2.85,0,1,0,0,0
flourish,C1,5,8,2,noun,3.53,0,0,1,0,0
anchor,C1,5,6,2,noun,4.02,0,0,1,0,0
anchored,C1,5,8,3,verb,3.46,0,0,0,0,1
domination,C1,5,10,4,noun,3.7,0,0,1,0,0
dominant,C1,5,8,3,noun,4.23,0,0,1,0,0
dominantly,C1,5,10,4,unknown,2.23,0,0,0,1,0
interject,C1,5,9,3,verb,2.37,0,0,0,0,1
interjection,C1,5,12,4,noun,2.16,0,0,1,0,0
gush,C1,5,4,1,noun,2.83,0,0,1,0,0
gushing,C1,5,7,2,verb,2.98,0,0,0,0,1
gushingly,C1,5,9,3,adverb,0.0,0,1,0,0,0
voracious,C1,5,9,3,adjective,2.77,1,0,0,0,0
voraciously,C1,5,11,4,adverb,2.1,0,1,0,0,0
sketchbook,C1,5,10,2,noun,2.78,0,0,1,0,0
sketch,C1,5,6,1,noun,4.04,0,0,1,0,0
prop,C1,5,4,1,noun,3.77,0,0,1,0,0
imp,C1,5,3,1,noun,3.23,0,0,1,0,0
impish,C1,5,6,2,adjective,2.15,1,0,0,0,0
impishly,C1,5,8,3,adverb,1.33,0,1,0,0,0
wicked,C1,5,6,2,adjective,3.99,1,0,0,0,0
wickedly,C1,5,8,3,adverb,2.56,0,1,0,0,0
macabre,C1,5,7,3,adjective,2.93,1,0,0,0,0
gusto,C1,5,5,2,noun,3.0,0,0,1,0,0
tantamount,C1,5,10,3,adjective,2.93,1,0,0,0,0
antics,C1,5,6,2,noun,3.38,0,0,1,0,0
relapse,C1,5,7,3,noun,3.32,0,0,1,0,0
impede,C1,5,6,3,verb,3.14,0,0,0,0,1
impediment,C1,5,10,4,noun,3.05,0,0,1,0,0
taut,C1,5,4,1,adjective,2.91,1,0,0,0,0
tautly,C1,5,6,2,adverb,1.52,0,1,0,0,0
jersey,C1,5,6,2,noun,4.66,0,0,1,0,0
startling,C1,5,9,2,verb,3.4,0,0,0,0,1
startlingly,C1,5,11,3,adverb,2.42,0,1,0,0,0
slack,C1,5,5,1,noun,3.71,0,0,1,0,0
slackly,C1,5,7,2,adverb,0.0,0,1,0,0,0
unwavering,C1,5,10,4,adjective,3.01,1,0,0,0,0
unwaveringly,C1,5,12,5,adverb,1.72,0,1,0,0,0
removed,C1,5,7,3,verb,4.79,0,0,0,0,1
buffoon,C1,5,7,2,noun,2.8,0,0,1,0,0
beguiling,C1,5,9,3,verb,2.55,0,0,0,0,1
beguilingly,C1,5,11,4,unknown,1.3,0,0,0,1,0
blithely,C1,5,8,3,adverb,2.44,0,1,0,0,0
stray,C1,5,5,1,noun,3.74,0,0,1,0,0
mythological,C1,5,12,5,adjective,3.06,1,0,0,0,0
mythology,C1,5,9,4,noun,3.64,0,0,1,0,0
venerate,C1,5,8,4,verb,2.28,0,0,0,0,1
veneration,C1,5,10,4,noun,2.87,0,0,1,0,0
ethical,C1,5,7,3,adjective,4.07,1,0,0,0,0
ethically,C1,5,9,4,adverb,3.11,0,1,0,0,0
heroine,C1,5,7,3,noun,3.53,0,0,1,0,0
refreshing,C1,5,10,3,verb,3.83,0,0,0,0,1
refresh,C1,5,7,2,verb,3.65,0,0,0,0,1
zany,C1,5,4,2,noun,2.67,0,0,1,0,0
devotee,C1,5,7,3,noun,2.93,0,0,1,0,0
salve,C1,5,5,2,noun,2.81,0,0,1,0,0
salvation,C1,5,9,3,noun,3.95,0,0,1,0,0
salvage,C1,5,7,3,noun,3.65,0,0,1,0,0
staccato,C1,5,8,3,adjective,2.58,1,0,0,0,0
verve,C1,5,5,2,noun,2.85,0,0,1,0,0
motley,C1,5,6,2,noun,3.09,0,0,1,0,0
preach,C1,5,6,1,verb,3.69,0,0,0,0,1
preacher,C1,5,8,2,noun,3.68,0,0,1,0,0
behind,C1,5,6,2,noun,5.29,0,0,1,0,0
justly,C1,5,6,2,adverb,2.84,0,1,0,0,0
wry,C1,5,3,1,adjective,2.86,1,0,0,0,0
wryly,C1,5,5,2,adverb,2.41,0,1,0,0,0
poetess,C1,5,7,2,noun,2.01,0,0,1,0,0
confide,C1,5,7,3,verb,2.9,0,0,0,0,1
sentient,C1,5,8,2,adjective,3.12,1,0,0,0,0
sentiment,C1,5,9,3,noun,4.03,0,0,1,0,0
sentimental,C1,5,11,4,adjective,3.53,1,0,0,0,0
sentimentally,C1,5,13,5,adverb,1.9,0,1,0,0,0
tangle,C1,5,6,2,noun,3.1,0,0,1,0,0
tangled,C1,5,7,2,verb,3.46,0,0,0,0,1
untangle,C1,5,8,3,verb,2.54,0,0,0,0,1
untangled,C1,5,9,3,verb,2.03,0,0,0,0,1
perceptive,C1,5,10,4,adjective,2.99,1,0,0,0,0
perceptively,C1,5,12,5,adverb,1.74,0,1,0,0,0
outset,C1,5,6,2,noun,3.44,0,0,1,0,0
tycoon,C1,5,6,2,noun,3.16,0,0,1,0,0
launch,C1,5,6,1,noun,4.69,0,0,1,0,0
engross,C1,5,7,2,verb,1.8,0,0,0,0,1
engrossing,C1,5,10,3,verb,2.74,0,0,0,0,1
plague,C1,5,6,2,noun,3.89,0,0,1,0,0
orphan,C1,5,6,2,noun,3.58,0,0,1,0,0
detritus,C1,5,8,3,noun,2.72,0,0,1,0,0
detriment,C1,5,9,3,noun,3.26,0,0,1,0,0
detrimental,C1,5,11,4,adjective,3.55,1,0,0,0,0
detrimentally,C1,5,13,5,adverb,1.81,0,1,0,0,0
domestically,C1,5,12,5,adverb,3.26,0,1,0,0,0
domesticate,C1,5,11,5,verb,2.09,0,0,0,0,1
domestication,C1,5,13,5,noun,2.74,0,0,1,0,0
eccentrically,C1,5,13,5,adverb,1.86,0,1,0,0,0
render,C1,5,6,2,noun,3.78,0,0,1,0,0
rendering,C1,5,9,3,noun,3.79,0,0,1,0,0
pathos,C1,5,6,2,noun,2.83,0,0,1,0,0
tailor,C1,5,6,2,noun,3.61,0,0,1,0,0
personalize/personalise,C1,5,23,10,unknown,2.05,0,0,0,1,0
personalization/personalisation,C1,5,31,12,unknown,2.03,0,0,0,1,0
personification,C1,5,15,6,noun,2.82,0,0,1,0,0
limitless,C1,5,9,3,adjective,3.27,1,0,0,0,0
apprentice,C1,5,10,4,noun,3.7,0,0,1,0,0
apprenticeship,C1,5,14,5,noun,3.47,0,0,1,0,0
precision,C1,5,9,3,noun,4.01,0,0,1,0,0
perfect,C1,5,7,2,noun,5.2,0,0,1,0,0
silhouette,C1,5,10,3,noun,3.31,0,0,1,0,0
nondescript,C1,5,11,3,noun,2.64,0,0,1,0,0
signal,C1,5,6,2,noun,4.62,0,0,1,0,0
negligible,C1,5,10,4,adjective,3.39,1,0,0,0,0
negligent,C1,5,9,3,adjective,3.33,1,0,0,0,0
negligently,C1,5,11,4,adverb,2.45,0,1,0,0,0
principally,C1,5,11,4,adverb,3.4,0,1,0,0,0
altruism,C1,5,8,2,noun,2.94,0,0,1,0,0
altruistic,C1,5,10,3,adjective,2.95,1,0,0,0,0
scenario,C1,5,8,3,noun,4.19,0,0,1,0,0
voluntary,C1,5,9,4,noun,4.01,0,0,1,0,0
voluntarily,C1,5,11,5,adverb,3.72,0,1,0,0,0
reap,C1,5,4,1,verb,3.53,0,0,0,0,1
paternal,C1,5,8,3,adjective,3.26,1,0,0,0,0
maternal,C1,5,8,3,adjective,3.77,1,0,0,0,0
maternalistic,C1,5,13,5,adjective,0.0,1,0,0,0,0
paternalistic,C1,5,13,5,adjective,2.46,1,0,0,0,0
provisions,C1,5,10,3,noun,4.12,0,0,1,0,0
injustice,C1,5,9,4,noun,3.81,0,0,1,0,0
impoverished,C1,5,12,5,verb,3.35,0,0,0,0,1
unsustainable,C1,5,13,5,unknown,3.15,0,0,0,1,0
unsustainably,C1,5,13,5,unknown,1.62,0,0,0,1,0
sustainable,C1,5,11,4,adjective,4.19,1,0,0,0,0
sustainably,C1,5,11,4,unknown,2.68,0,0,0,1,0
bypass,C1,5,6,2,noun,3.76,0,0,1,0,0
imperative,C1,5,10,5,noun,3.66,0,0,1,0,0
cynic,C1,5,5,2,noun,2.81,0,0,1,0,0
cynical,C1,5,7,3,adjective,3.59,1,0,0,0,0
cynically,C1,5,9,4,adverb,2.54,0,1,0,0,0
cynicism,C1,5,8,3,noun,3.13,0,0,1,0,0
sarcasm,C1,5,7,2,noun,3.62,0,0,1,0,0
sarcastic,C1,5,9,3,adjective,3.6,1,0,0,0,0
sarcastically,C1,5,13,5,adverb,2.94,0,1,0,0,0
misplace,C1,5,8,3,verb,2.28,0,0,0,0,1
symptomatic,C1,5,11,4,adjective,3.09,1,0,0,0,0
degrade,C1,5,7,3,verb,3.28,0,0,0,0,1
degrading,C1,5,9,3,verb,3.35,0,0,0,0,1
degradation,C1,5,11,4,noun,3.6,0,0,1,0,0
discourse,C1,5,9,3,noun,3.83,0,0,1,0,0
amid,C1,5,4,2,unknown,3.95,0,0,0,1,0
hedgehog,C1,5,8,3,noun,3.25,0,0,1,0,0
nocturnal,C1,5,9,3,adjective,3.24,1,0,0,0,0
hibernate,C1,5,9,4,verb,2.7,0,0,0,0,1
hibernation,C1,5,11,4,noun,3.01,0,0,1,0,0
convict,C1,5,7,2,noun,3.56,0,0,1,0,0
conviction,C1,5,10,3,noun,4.14,0,0,1,0,0
latent,C1,5,6,2,adjective,3.27,1,0,0,0,0
snooze,C1,5,6,2,noun,2.98,0,0,1,0,0
classy,C1,5,6,2,adjective,3.72,1,0,0,0,0
wrench,C1,5,6,1,noun,3.37,0,0,1,0,0
reminisce,C1,5,9,4,verb,2.84,0,0,0,0,1
reminiscent,C1,5,11,4,adjective,3.61,1,0,0,0,0
intuit,C1,5,6,2,verb,2.49,0,0,0,0,1
intuition,C1,5,9,3,noun,3.54,0,0,1,0,0
intuitive,C1,5,9,4,adjective,3.57,1,0,0,0,0
intuitively,C1,5,11,5,adverb,3.04,0,1,0,0,0
marginal,C1,5,8,3,adjective,3.71,1,0,0,0,0
marginally,C1,5,10,4,adverb,3.25,0,1,0,0,0
crude,C1,5,5,2,noun,4.0,0,0,1,0,0
crudely,C1,5,7,3,adverb,2.72,0,1,0,0,0
strap,C1,5,5,1,noun,3.79,0,0,1,0,0
strapping,C1,5,9,2,verb,2.89,0,0,0,0,1
scoff,C1,5,5,1,noun,2.78,0,0,1,0,0
fiddly,C1,5,6,2,unknown,2.44,0,0,0,1,0
fiddler,C1,5,7,2,noun,2.83,0,0,1,0,0
fiddle,C1,5,6,2,noun,3.43,0,0,1,0,0
unmusical,C1,5,9,4,adjective,1.45,1,0,0,0,0
unmusically,C1,5,11,5,adverb,0.0,0,1,0,0,0
repertory,C1,5,9,4,noun,2.98,0,0,1,0,0
concerto,C1,5,8,3,noun,3.26,0,0,1,0,0
premier,C1,5,7,2,noun,4.56,0,0,1,0,0
fanatic,C1,5,7,3,noun,3.23,0,0,1,0,0
fanatically,C1,5,11,5,adverb,2.17,0,1,0,0,0
acoustically,C1,5,12,5,adverb,2.43,0,1,0,0,0
acoustic,C1,5,8,3,noun,3.98,0,0,1,0,0
acoustics,C1,5,9,3,noun,3.1,0,0,1,0,0
compromised,C1,5,11,4,verb,3.78,0,0,0,0,1
daunt,C1,5,5,1,verb,2.04,0,0,0,0,1
daunting,C1,5,8,2,verb,3.4,0,0,0,0,1
realist,C1,5,7,2,noun,3.26,0,0,1,0,0
realism,C1,5,7,2,noun,3.69,0,0,1,0,0
recess,C1,5,6,2,noun,3.53,0,0,1,0,0
recessive,C1,5,9,4,noun,2.91,0,0,1,0,0
prolific,C1,5,8,3,adjective,3.6,1,0,0,0,0
prolifically,C1,5,12,5,unknown,2.03,0,0,0,1,0
proliferate,C1,5,11,5,verb,2.69,0,0,0,0,1
fragmentation,C1,5,13,4,noun,3.23,0,0,1,0,0
campaign,C1,5,8,2,noun,5.0,0,0,1,0,0
astray,C1,5,6,2,adverb,3.13,0,1,0,0,0
duration,C1,5,8,3,noun,4.14,0,0,1,0,0
durable,C1,5,7,3,adjective,3.68,1,0,0,0,0
likelihood,C1,5,10,4,noun,3.91,0,0,1,0,0
naive,C1,5,5,2,adjective,3.75,1,0,0,0,0
naively,C1,5,7,3,adverb,2.68,0,1,0,0,0
naivety,C1,5,7,3,noun,2.58,0,0,1,0,0
impervious,C1,5,10,3,adjective,2.88,1,0,0,0,0
ludicrous,C1,5,9,3,adjective,3.34,1,0,0,0,0
ludicrously,C1,5,11,4,adverb,2.47,0,1,0,0,0
cost-effective,C1,5,14,5,adjective,4.73,1,0,0,0,0
gruesome,C1,5,8,3,adjective,3.27,1,0,0,0,0
gruesomely,C1,5,10,4,adverb,1.86,0,1,0,0,0
envisage,C1,5,8,4,verb,2.7,0,0,0,0,1
screenwriter,C1,5,12,3,noun,3.17,0,0,1,0,0
mingle,C1,5,6,2,verb,3.21,0,0,0,0,1
churn,C1,5,5,1,noun,3.07,0,0,1,0,0
buffer,C1,5,6,2,noun,3.78,0,0,1,0,0
irate,C1,5,5,3,adjective,2.78,1,0,0,0,0
irately,C1,5,7,4,adverb,0.0,0,1,0,0,0
docile,C1,5,6,3,adjective,2.93,1,0,0,0,0
docilely,C1,5,8,4,unknown,1.19,0,0,0,1,0
fiend,C1,5,5,1,noun,3.1,0,0,1,0,0
fiendish,C1,5,8,2,adjective,2.46,1,0,0,0,0
fiendishly,C1,5,10,3,adverb,2.03,0,1,0,0,0
transfix,C1,5,8,2,verb,1.44,0,0,0,0,1
gypsy,C1,5,5,2,noun,3.55,0,0,1,0,0
temperament,C1,5,11,4,noun,3.36,0,0,1,0,0
temperamental,C1,5,13,5,adjective,2.75,1,0,0,0,0
temperamentally,C1,5,15,6,adverb,2.01,0,1,0,0,0
screenplay,C1,5,10,2,noun,3.54,0,0,1,0,0
disillusionment,C1,5,15,5,noun,2.82,0,0,1,0,0
demise,C1,5,6,3,noun,3.66,0,0,1,0,0
raunchy,C1,5,7,2,adjective,2.81,1,0,0,0,0
raunchily,C1,5,9,3,unknown,0.0,0,0,0,1,0
overdraft,C1,5,9,3,noun,2.84,0,0,1,0,0
synopsis,C1,5,8,3,noun,3.38,0,0,1,0,0
renown,C1,5,6,2,noun,3.11,0,0,1,0,0
contest,C1,5,7,2,noun,4.53,0,0,1,0,0
contested,C1,5,9,3,verb,3.77,0,0,0,0,1
verandah,C1,5,8,3,noun,2.63,0,0,1,0,0
occupational,C1,5,12,5,adjective,3.72,1,0,0,0,0
verdict,C1,5,7,2,noun,4.03,0,0,1,0,0
ventilate,C1,5,9,4,verb,2.29,0,0,0,0,1
ventilation,C1,5,11,4,noun,3.6,0,0,1,0,0
occupant,C1,5,8,3,noun,3.11,0,0,1,0,0
radiator,C1,5,8,3,noun,3.34,0,0,1,0,0
homely,C1,5,6,3,adjective,2.9,1,0,0,0,0
bureaucratic,C1,5,12,4,adjective,3.4,1,0,0,0,0
bureaucratically,C1,5,16,6,adverb,1.66,0,1,0,0,0
adjustable,C1,5,10,4,adjective,3.6,1,0,0,0,0
fatigue,C1,5,7,3,noun,3.86,0,0,1,0,0
muscular,C1,5,8,3,adjective,3.67,1,0,0,0,0
versatile,C1,5,9,4,adjective,3.66,1,0,0,0,0
versatility,C1,5,11,5,noun,3.32,0,0,1,0,0
stimuli,C1,5,7,3,noun,3.39,0,0,1,0,0
uninspiring,C1,5,11,4,adjective,2.55,1,0,0,0,0
mutually,C1,5,8,3,adverb,3.68,0,1,0,0,0
somber/sombre,C1,5,13,4,unknown,2.63,0,0,0,1,0
somberly/sombrely,C1,5,17,6,unknown,1.18,0,0,0,1,0
clutter,C1,5,7,2,noun,3.21,0,0,1,0,0
lodge,C1,5,5,2,noun,4.08,0,0,1,0,0
dislodge,C1,5,8,3,verb,2.79,0,0,0,0,1
carpenter,C1,5,9,3,noun,3.81,0,0,1,0,0
carpentry,C1,5,9,3,noun,2.97,0,0,1,0,0
transit,C1,5,7,2,noun,4.2,0,0,1,0,0
plummet,C1,5,7,2,noun,2.85,0,0,1,0,0
circulate,C1,5,9,4,verb,3.17,0,0,0,0,1
circulation,C1,5,11,4,noun,3.96,0,0,1,0,0
demography,C1,5,10,4,noun,2.84,0,0,1,0,0
demographic,C1,5,11,4,noun,3.92,0,0,1,0,0
demographically,C1,5,15,6,unknown,2.38,0,0,0,1,0
phenomenal,C1,5,10,4,adjective,3.76,1,0,0,0,0
phenomenally,C1,5,12,5,adverb,2.61,0,1,0,0,0
prophet,C1,5,7,2,noun,3.98,0,0,1,0,0
prophetic,C1,5,9,3,adjective,3.19,1,0,0,0,0
paywall,C1,5,7,2,unknown,2.35,0,0,0,1,0
firewall,C1,5,8,3,noun,3.24,0,0,1,0,0
invoice,C1,5,7,3,noun,3.27,0,0,1,0,0
demolition,C1,5,10,4,noun,3.62,0,0,1,0,0
demo,C1,5,4,2,noun,4.06,0,0,1,0,0
gig,C1,5,3,1,noun,3.98,0,0,1,0,0
socialization,C1,5,13,5,noun,3.02,0,0,1,0,0
antiquity,C1,5,9,4,noun,3.43,0,0,1,0,0
antiquated,C1,5,10,4,verb,3.06,0,0,0,0,1
restoration,C1,5,11,4,noun,4.11,0,0,1,0,0
restorative,C1,5,11,5,noun,2.96,0,0,1,0,0
rotate,C1,5,6,3,verb,3.58,0,0,0,0,1
till,C1,5,4,1,noun,4.79,0,0,1,0,0
coupled,C1,5,7,2,verb,3.97,0,0,0,0,1
itinerary,C1,5,9,5,noun,3.23,0,0,1,0,0
charter,C1,5,7,2,noun,4.23,0,0,1,0,0
terrain,C1,5,7,2,noun,3.94,0,0,1,0,0
resilient,C1,5,9,3,adjective,3.5,1,0,0,0,0
resilience,C1,5,10,4,noun,3.58,0,0,1,0,0
enterprising,C1,5,12,4,adjective,2.95,1,0,0,0,0
integral,C1,5,8,3,noun,3.96,0,0,1,0,0
canoe,C1,5,5,2,noun,3.5,0,0,1,0,0
magnetic,C1,5,8,3,adjective,4.17,1,0,0,0,0
magnetism,C1,5,9,3,noun,3.03,0,0,1,0,0
magnetically,C1,5,12,5,adverb,2.57,0,1,0,0,0
credible,C1,5,8,3,adjective,3.77,1,0,0,0,0
credibly,C1,5,8,3,adverb,2.57,0,1,0,0,0
credibility,C1,5,11,5,noun,3.88,0,0,1,0,0
credential,C1,5,10,3,noun,2.75,0,0,1,0,0
acutely,C1,5,7,4,adverb,3.13,0,1,0,0,0
prohibitive,C1,5,11,5,adjective,2.95,1,0,0,0,0
prohibitively,C1,5,13,6,adverb,2.62,0,1,0,0,0
fissure,C1,5,7,3,noun,2.82,0,0,1,0,0
pendulous,C1,5,9,3,adjective,2.1,1,0,0,0,0
suspension,C1,5,10,3,noun,4.24,0,0,1,0,0
aboard,C1,5,6,2,adverb,4.14,0,1,0,0,0
drill,C1,5,5,1,noun,4.09,0,0,1,0,0
anthropology,C1,5,12,5,noun,3.65,0,0,1,0,0
anthropologist,C1,5,14,5,noun,3.16,0,0,1,0,0
squander,C1,5,8,2,verb,2.74,0,0,0,0,1
munch,C1,5,5,1,noun,3.08,0,0,1,0,0
adjoin,C1,5,6,2,verb,1.97,0,0,0,0,1
adjoining,C1,5,9,3,verb,3.5,0,0,0,0,1
wizened,C1,5,7,3,adjective,2.11,1,0,0,0,0
graft,C1,5,5,1,noun,3.47,0,0,1,0,0
orchard,C1,5,7,2,noun,3.57,0,0,1,0,0
seedling,C1,5,8,2,noun,2.75,0,0,1,0,0
tract,C1,5,5,1,noun,3.71,0,0,1,0,0
folktale,C1,5,8,3,noun,2.16,0,0,1,0,0
sprout,C1,5,6,1,noun,3.11,0,0,1,0,0
hypocrisy,C1,5,9,4,noun,3.65,0,0,1,0,0
hypocrite,C1,5,9,4,noun,3.4,0,0,1,0,0
hypocritical,C1,5,12,5,adjective,3.31,1,0,0,0,0
hypocritically,C1,5,14,6,adverb,2.09,0,1,0,0,0
midwife,C1,5,7,3,noun,3.27,0,0,1,0,0
harvest,C1,5,7,2,noun,4.03,0,0,1,0,0
commercially,C1,5,12,4,adverb,3.67,0,1,0,0,0
uniformity,C1,5,10,5,noun,3.03,0,0,1,0,0
numb,C1,5,4,1,verb,3.53,0,0,0,0,1
tastebud,C1,5,8,3,noun,1.15,0,0,1,0,0
amateur,C1,5,7,3,noun,4.22,0,0,1,0,0
retrace,C1,5,7,3,verb,2.69,0,0,0,0,1
chart,C1,5,5,1,noun,4.47,0,0,1,0,0
insubordinate,C1,5,13,6,adjective,2.2,1,0,0,0,0
insubordination,C1,5,15,6,noun,2.66,0,0,1,0,0
insubordinately,C1,5,15,7,unknown,0.0,0,0,0,1,0
subordinate,C1,5,11,5,noun,3.45,0,0,1,0,0
primitively,C1,5,11,5,adverb,1.76,0,1,0,0,0
embark,C1,5,6,2,verb,3.4,0,0,0,0,1
expedite,C1,5,8,4,verb,3.05,0,0,0,0,1
contextual,C1,5,10,3,adjective,3.14,1,0,0,0,0
contextually,C1,5,12,4,adverb,2.3,0,1,0,0,0
whilst,C1,5,6,1,unknown,4.38,0,0,0,1,0
maneuver/manoeuvre,C1,5,18,6,unknown,2.91,0,0,0,1,0
riveting,C1,5,8,3,verb,2.99,0,0,0,0,1
plunge,C1,5,6,2,noun,3.49,0,0,1,0,0
debut,C1,5,5,2,noun,4.52,0,0,1,0,0
turmoil,C1,5,7,2,noun,3.52,0,0,1,0,0
scathing,C1,5,8,2,adjective,2.97,1,0,0,0,0
unscathing,C1,5,10,3,unknown,0.0,0,0,0,1,0
convoluted,C1,5,10,4,verb,3.05,0,0,0,0,1
undaunted,C1,5,9,3,adjective,2.69,1,0,0,0,0
gutsy,C1,5,5,2,adjective,2.73,1,0,0,0,0
deprivation,C1,5,11,4,noun,3.44,0,0,1,0,0
farce,C1,5,5,2,noun,3.33,0,0,1,0,0
portray,C1,5,7,2,verb,3.63,0,0,0,0,1
portrayal,C1,5,9,2,noun,3.55,0,0,1,0,0
elusive,C1,5,7,4,adjective,3.47,1,0,0,0,0
elude,C1,5,5,3,verb,2.78,0,0,0,0,1
incisor,C1,5,7,3,noun,2.22,0,0,1,0,0
incision,C1,5,8,3,noun,3.16,0,0,1,0,0
